CustomerID,FirstName,LastName,Email,Phone,CompanyName,LeadStatus,SalesRep,LastContactDate,Account Number,Sales Region / Territory,Channel
CUST08263,Ana,,ana#lopez.com,,Morales Group 有限会社,New,Sheila Howe,"October 27, 2020",ACCT008263,,
CUST08264,Emma,,emma#nilsson.com,N-A,"Moss, Rodriguez and Whitehead 有限会社",Lost,N-A,11-Apr-23,ACCT008264,EMEA-South,
CUST08265,,###INVALID###,satoshi@domain.fake,637.806.2205x606,"Hunter, Torres and Simpson 技术有限公司",Qualified,Dr. Joseph Nguyen,07-Feb-25,,US-West,Direct
CUST08266,James,,,no phone,"Thomas, Lee and Brown Corp.",###INVALID###,,30-09-2020,,LATAM-Brazil,
CUST08267,,###INVALID###,yuki@domain.fake,,"Humphrey, Winters and Willis & Co.",,,2025 April 13,ACCT008267,,Partner
CUST08268,Marie-Jo,,marie-jo.dubois@example.com,no phone,"Davis, Rivera and Castillo 有限会社",,Karen Jones,11-Oct-23,ACCT008268,LATAM-Andean,Direct
CUST08269,Chun,,,,Fields-Mack 株式会社,,,,ACCT008269,EMEA-South,
CUST08270,James,,,###INVALID###,N-A,Qualified,Sharon Young,25-06-2021,ACCT008270,US-Midwest,Online
CUST08271,,###INVALID###,james@domain.fake,,###INVALID###,Lost,,02-06-2023,ACCT008271,EMEA-South,Direct
CUST08272,Marie-Jo,,,,,Converted,,25-03-2023,,EMEA-North,Partner
CUST08273,,,,###INVALID###,Davis-Huynh & Co.,,Phillip Webb,"December 12, 2020",ACCT008273,EMEA-North,###INVALID###
CUST08274,Yuki,,yuki_tanaka@yahoo.com,,,Qualified,Stephanie Rogers,02-12-2022,ACCT008274,EMEA-South,Direct
CUST08275,Chun,,chun.li@gmail.com,N-A,,,,04-07-2020,,LATAM-Brazil,Other
CUST08276,Lars,,lars.hansen@example.com,N-A,,,,,ACCT008276,EMEA-South,Online
CUST08277,,,s.yamamoto@gmail.com,,###INVALID###,New,,21-01-2021,ACCT008277,,Partner
CUST08278,John,###INVALID###,john_doe@yahoo.com,no phone,Clark-Simpson Corp.,,Karen Jones,17-06-2021,ACCT008278,EMEA-North,
CUST08279,,N-A,lars#hansen.com,221-025-2782x86668,Long-Newton 有限会社,New,,,NULL,,Direct
CUST08280,Chun,,chun_li@yahoo.com,1024963301,"Jennings, Ponce and Bishop 技术有限公司",New,William Edwards,25-Sep-21,ACCT008280,LATAM-Brazil,
CUST08281,Emma,,emma@domain.fake,001-411-120-3998x423,Melton Ltd ™,Lost,,"January 03, 2021",ACCT008281,LATAM-Brazil,Direct
CUST08282,Marie-Jo,,marie-jo.dubois@example.com,9416042194,Nelson and Sons 技术有限公司,Qualified,Patricia Roberts,21-10-2021,ACCT008282,EMEA-South,
CUST08283,Yuki,,,no phone,"Sullivan, Wright and Kelly Corp.",,Shelly Durham,,ACCT008283,MEA-Gulf,Direct
CUST08284,,,yuki.tanaka@example.com,,,,Stephanie Rogers,15-Oct-21,ACCT008284,,
CUST08285,,,,N-A,Foley PLC 株式会社,,Stephanie Rogers,21-Oct-24,ACCT008285,APAC-Southeast,Direct
CUST08286,Ana,,ana_lopez@yahoo.com,,Woods-Lopez 技术有限公司,,John Smith,22-08-2021,,US-Midwest,
CUST08287,,,,,Diaz-Long 技术有限公司,,Jennifer Richardson,02-Feb-21,ACCT008287,US-Midwest,Direct
CUST08288,,,chun.li@hotmail.com,,Sanders-Smith Corp.,,William Edwards,NULL,ACCT008288,,Direct
CUST08289,,,chun.li@gmail.com,(946)958-3762x238,"Hill, Cardenas and Freeman & Co.",Lost,Shelly Durham,17-06-2020,,,###INVALID###
CUST08290,,,ana#lopez.com,N-A,Rubio-Strickland 技术有限公司,New,Bobby Williams DDS,,ACCT008290,,Online
CUST08291,N-A,,satoshi@domain.fake,,,Converted,Emily Sherman,04-12-2023,ACCT008291,APAC-Southeast,Direct
CUST08292,,,###INVALID###,N-A,,Qualified,,13-06-2022,ACCT008292,,
CUST08293,,,satoshi@,N-A,N-A,,,03-08-2020,ACCT008293,,###INVALID###
CUST08294,Emma,,emma@,,,Converted,,,ACCT008294,,
CUST08295,Marie-Jo,,marie-jo@,-,,,,19-07-2020,,EMEA-North,Online
CUST08296,,,ana.lopez@gmail.com,no phone,"Thomas, Dean and Carlson 株式会社",New,,05-01-2021,ACCT008296,EMEA-North,Partner
CUST08297,Marie-Jo,,,,Hooper-Johnson 株式会社,Contacted,Sydney Carter,14-10-2024,ACCT008297,EMEA-North,Direct
CUST08298,,,,,,Contacted,John Smith,2023 October 15,,,
CUST08299,Chun,,c.li@gmail.com,no phone,###INVALID###,,N-A,,ACCT008299,MEA-Gulf,Other
CUST08300,,,,,Horton-Simpson 技术有限公司,Qualified,N-A,24-03-2023,ACCT008300,###INVALID###,
CUST08301,Satoshi,,,-,"Patterson, Spears and Porter 有限会社",New,,###INVALID###,,Canada-West,Direct
CUST08302,Wei,,,###INVALID###,Garza and Sons ™,empty,,01-09-2024,ACCT008302,APAC-North,Online
CUST08303,,,satoshi@,,,,Phillip Webb,,ACCT008303,Canada-West,Online
CUST08304,Ana,,ana#lopez.com,-,Ramos-Smith 株式会社,,,20-07-2023,,APAC-North,Direct
CUST08305,,###INVALID###,w.zhang@gmail.com,-10327,"Gibson, Murphy and Miller ™",Qualified,Dr. Joseph Nguyen,,ACCT008305,APAC-Southeast,
CUST08306,Yuki,,NULL,001-532-182-7268x9454,Sharp and Sons & Co.,,,20-Jun-24,###INVALID###,,Partner
CUST08307,,,emma_nilsson@yahoo.com,,Scott Ltd 有限会社,Lost,Sheila Howe,12-Sep-20,ACCT008307,Global-Strategic,Direct
CUST08308,,,satoshi.yamamoto@hotmail.com,-,,,William Edwards,17-Nov-23,ACCT008308,Canada-West,Partner
CUST08309,,,ana.lopez@hotmail.com,,,,,07-03-2021,,US-East,Online
CUST08310,Marie-Jo,,m.dubois@gmail.com,886.312.0574x30914,,New,,2023 April 18,,Canada-West,Direct
CUST08311,Lars,,lars#hansen.com,no phone,Parker LLC 株式会社,Contacted,Sydney Carter,04-Jun-22,ACCT008311,LATAM-Brazil,Online
CUST08312,,,,,Williams-Richard ™,Contacted,Zachary Hamilton,03-10-2022,ACCT008312,LATAM-Brazil,
CUST08313,,,emma.nilsson@hotmail.com,###INVALID###,Nelson and Sons & Co.,,,,ACCT008313,Canada-East,Partner
CUST08314,###INVALID###,,yuki@,no phone,N-A,,Sheila Howe,16-Oct-22,,Canada-West,
CUST08315,###INVALID###,N-A,y.tanaka@gmail.com,no phone,Smith-Harris & Co.,Contacted,William Edwards,,ACCT008315,Canada-East,
CUST08316,,,marie-jo.dubois@gmail.com,,Woodward PLC 株式会社,Qualified,Phillip Webb,06-11-2023,ACCT008316,Canada-East,
CUST08317,James,,,,"White, Colon and Christensen ™",,Shelly Durham,29-08-2023,ACCT008317,US-West,Direct
CUST08318,Ana,,a.lopez@gmail.com,,"Wilkerson, Webster and Torres 有限会社",,Sandy Elliott,29-06-2021,ACCT008318,,Partner
CUST08319,Emma,,,,,Contacted,Shelly Durham,10-12-2020,ACCT008319,,Other
CUST08320,Satoshi,,satoshi@domain.fake,N-A,,Qualified,Dr. Joseph Nguyen,30-04-2023,###INVALID###,,Direct
CUST08321,John,,,,"Lam, Orozco and Gentry & Co.",Converted,,###INVALID###,ACCT008321,###INVALID###,Online
CUST08322,N-A,,yuki.tanaka@example.com,,,,,,,,Direct
CUST08323,John,,,-,N-A,,Sandy Elliott,14-05-2024,,EMEA-North,Partner
CUST08324,Lars,,,,Lewis Ltd 株式会社,Converted,,"January 24, 2023",ACCT008324,Canada-East,
CUST08325,Wei,,wei_zhang@yahoo.com,,Crawford-Campos & Co.,,Vanessa Cunningham,16-Apr-21,ACCT008325,,Direct
CUST08326,Marie-Jo,,marie-jo.dubois@example.com,###INVALID###,Powell-Robinson 株式会社,Contacted,Sydney Carter,14-Jun-23,ACCT008326,MEA-Gulf,Partner
CUST08327,Yuki,,yuki.tanaka@gmail.com,no phone,,empty,Martin Mckay,NULL,ACCT008327,,Direct
CUST08328,,,l.hansen@gmail.com,N-A,Wood LLC 株式会社,Converted,Karen Jones,"April 22, 2021",ACCT008328,EMEA-North,
CUST08329,Ana,,ana@domain.fake,633.207.6165,Forbes Inc & Co.,Converted,William Edwards,14-03-2024,ACCT008329,US-East,Direct
CUST08330,Emma,,emma#nilsson.com,,Sullivan PLC 技术有限公司,###INVALID###,,"April 29, 2021",###INVALID###,EMEA-South,Direct
CUST08331,John,,,,Kelley Ltd 有限会社,Converted,John Smith,NULL,ACCT008331,APAC-Southeast,Online
CUST08332,###INVALID###,,,,,Converted,Tammy Hudson,29-04-2025,ACCT008332,LATAM-Andean,Partner
CUST08333,Emma,,emma.nilsson@hotmail.com,,"Dennis, Brown and Harris 有限会社",Contacted,Tammy Hudson,17-11-2020,ACCT008333,LATAM-Brazil,Direct
CUST08334,Wei,,wei_zhang@yahoo.com,,N-A,,William Edwards,27-02-2024,ACCT008334,EMEA-South,Partner
CUST08335,,,,,Parrish-Ramos & Co.,Qualified,Jennifer Richardson,,,,
CUST08336,N-A,,wei.zhang@example.com,-,Kim-Carter & Co.,New,John Smith,2022 September 29,ACCT008336,LATAM-Brazil,
CUST08337,,,lars.hansen@gmail.com,no phone,Mullen-Trujillo ™,,,04-Jun-24,ACCT008337,,Direct
CUST08338,,,NULL,-,Walton-Butler 技术有限公司,Lost,William Edwards,22-Aug-22,ACCT008338,APAC-Southeast,Other
CUST08339,James,N-A,j.smith@gmail.com,###INVALID###,Quinn Group 有限会社,Lost,Jennifer Richardson,2022 January 29,ACCT008339,EMEA-South,Direct
CUST08340,John,,john#doe.com,,Eaton Ltd 技术有限公司,,,,ACCT008340,US-West,Direct
CUST08341,Ana,,,,Smith and Sons Corp.,empty,,21-06-2024,,Global-Strategic,###INVALID###
CUST08342,Ana,,ana.lopez@example.com,-,Schmidt Group ™,Converted,John Smith,06-01-2025,,LATAM-Andean,###INVALID###
CUST08343,,,james#smith.com,444.546.3279x29081,,New,Jennifer Richardson,,ACCT008343,EMEA-North,
CUST08344,James,,j.smith@gmail.com,,,Lost,Patricia Roberts,25-Nov-20,ACCT008344,,Direct
CUST08345,,,john#doe.com,,Wood Inc 株式会社,,Jennifer Richardson,18-Jul-21,ACCT008345,US-East,NULL
CUST08346,Marie-Jo,,###INVALID###,no phone,,,,04-10-2022,ACCT008346,Canada-East,
CUST08347,James,,james@domain.fake,,Soto and Sons 技术有限公司,###INVALID###,,15-07-2021,ACCT008347,,
CUST08348,Satoshi,,s.yamamoto@gmail.com,###INVALID###,Lawson-Davis Corp.,New,John Smith,29-Sep-20,,N-A,
CUST08349,Marie-Jo,,marie-jo_dubois@yahoo.com,,Ford Ltd Corp.,Lost,,2021 May 16,ACCT008349,Global-Strategic,
CUST08350,Marie-Jo,,marie-jo_dubois@yahoo.com,###INVALID###,Trevino-Sanders ™,,,04-10-2021,,APAC-North,Direct
CUST08351,###INVALID###,,,N-A,,,,28-Jan-22,ACCT008351,Global-Strategic,
CUST08352,,,john#doe.com,,Ruiz Inc ™,,Zachary Hamilton,,ACCT008352,###INVALID###,Other
CUST08353,John,,,N-A,Evans-Larson & Co.,,,,###INVALID###,Canada-West,
CUST08354,,,,-,Blair-Mejia 技术有限公司,New,###INVALID###,09-Apr-24,ACCT008354,EMEA-North,###INVALID###
CUST08355,N-A,,,,Duran-Mccoy 有限会社,Qualified,Sandy Elliott,06-Jul-22,NULL,Canada-East,
CUST08356,Wei,,,,Taylor Inc 技术有限公司,,Dr. Joseph Nguyen,,ACCT008356,,
CUST08357,Emma,,,no phone,,Contacted,,2024 July 13,ACCT008357,US-Midwest,Partner
CUST08358,Emma,,,(889)094-4978,N-A,,,NULL,ACCT008358,Global-Strategic,Partner
CUST08359,Marie-Jo,N-A,,,Taylor Group 技术有限公司,Converted,Patricia Roberts,24-09-2024,ACCT008359,MEA-Gulf,
CUST08360,,,,001-791-033-4375x290,N-A,,William Edwards,"November 01, 2020",ACCT008360,,Other
CUST08361,Wei,,,136.765.2474x595,"Williams, Rogers and Pitts ™",###INVALID###,,"September 22, 2022",ACCT008361,US-West,
CUST08362,John,,,,"Charles, Wong and Cortez ™",Contacted,Stephanie Rogers,,,APAC-North,Online
CUST08363,Yuki,,y.tanaka@gmail.com,,Jackson-Cole & Co.,,Martin Mckay,22-10-2022,ACCT008363,EMEA-South,Partner
CUST08364,Ana,,,,,Contacted,Dr. Joseph Nguyen,01-Sep-23,ACCT008364,Canada-West,
CUST08365,,,ana@,N-A,Sandoval-Miles Corp.,empty,,,,,Direct
CUST08366,Marie-Jo,,marie-jo@domain.fake,no phone,"Gutierrez, King and Ayala 株式会社",Converted,###INVALID###,02-Sep-23,ACCT008366,Canada-East,Direct
CUST08367,,,,,Wade-Taylor 有限会社,Qualified,Vanessa Cunningham,NULL,ACCT008367,MEA-Gulf,Partner
CUST08368,,,yuki_tanaka@yahoo.com,,Cross Inc ™,Converted,,16-Jul-21,,,###INVALID###
CUST08369,John,,john@,,,empty,Sharon Young,,ACCT008369,US-West,Online
CUST08370,,,chun.li@hotmail.com,-,"Archer, Fields and Ochoa & Co.",Contacted,,29-01-2022,ACCT008370,,Other
CUST08371,N-A,,,-,Herrera-Park 技术有限公司,Lost,###INVALID###,###INVALID###,,LATAM-Brazil,Direct
CUST08372,,,wei@,no phone,Lawrence LLC Corp.,New,,10-12-2021,ACCT008372,Canada-West,
CUST08373,,,john@domain.fake,,,Lost,Alexis Hayes,2025 April 09,ACCT008373,US-East,Online
CUST08374,John,,john@,,Ferguson and Sons 技术有限公司,Converted,Patricia Roberts,2020 December 16,ACCT008374,US-Midwest,Partner
CUST08375,N-A,,,,,Qualified,Stephanie Rogers,NULL,ACCT008375,US-East,Partner
CUST08376,Satoshi,,###INVALID###,263-851-5301x5660,Page Ltd 技术有限公司,Contacted,Shelly Durham,,ACCT008376,APAC-Southeast,
CUST08377,Emma,,emma.nilsson@gmail.com,,Wolfe Inc & Co.,Converted,,###INVALID###,,,
CUST08378,Emma,N-A,emma.nilsson@gmail.com,,Lopez-Reyes 株式会社,Qualified,,04-Nov-20,ACCT008378,APAC-Southeast,
CUST08379,,,,698-188-8889x59533,Richardson-Anderson 有限会社,Converted,Sharon Young,2025 April 10,ACCT008379,US-East,Partner
CUST08380,,,james@domain.fake,-,Webster-Dunn & Co.,,John Smith,08-03-2022,ACCT008380,###INVALID###,Direct
CUST08381,Satoshi,,,,Boyle-Rowland & Co.,,Sydney Carter,26-08-2020,ACCT008381,US-East,Partner
CUST08382,###INVALID###,,chun.li@gmail.com,N-A,"Jacobs, Walsh and Garrison ™",Lost,Sandy Elliott,26-Feb-21,,,Online
CUST08383,Satoshi,,satoshi.yamamoto@example.com,,###INVALID###,,,,ACCT008383,US-West,
CUST08384,Emma,,emma.nilsson@hotmail.com,,,Contacted,,NULL,ACCT008384,Canada-East,Partner
CUST08385,,,john@domain.fake,###INVALID###,Wood and Sons & Co.,,Shelly Durham,17-09-2024,,US-East,Direct
CUST08386,,,,,Tucker-Collins 株式会社,,Sydney Carter,03-06-2021,ACCT008386,EMEA-South,
CUST08387,Wei,,wei#zhang.com,,Moore-Atkins 株式会社,New,Patricia Roberts,26-Oct-24,ACCT008387,EMEA-South,
CUST08388,James,,,,,,Martin Mckay,,,Canada-East,Direct
CUST08389,,,,-,Clarke-Bates Corp.,empty,Sandy Elliott,14-11-2023,ACCT008389,US-Midwest,Partner
CUST08390,,,,,,,,,,LATAM-Brazil,
CUST08391,Chun,,,-,,Contacted,,,ACCT008391,US-East,Partner
CUST08392,James,,james#smith.com,,Roberts-Mosley 技术有限公司,New,,,ACCT008392,,Direct
CUST08393,Chun,,chun@,,,Lost,Martin Mckay,###INVALID###,NULL,MEA-Gulf,
CUST08394,Chun,,,592-019-8090x67704,,New,,,ACCT008394,,Direct
CUST08395,,,john.doe@hotmail.com,,"Steele, Jones and Stone & Co.",,Martin Mckay,,ACCT008395,,Direct
CUST08396,John,,,,,Converted,Sheila Howe,24-Jun-21,ACCT008396,LATAM-Andean,
CUST08397,,,,no phone,,Contacted,,19-02-2022,ACCT008397,Canada-East,Direct
CUST08398,Marie-Jo,,marie-jo@domain.fake,,Thomas-Lynch & Co.,,N-A,25-Dec-23,ACCT008398,APAC-Southeast,
CUST08399,Chun,,,,Fischer-Hawkins 有限会社,Converted,Zachary Hamilton,03-02-2023,ACCT008399,APAC-North,Online
CUST08400,James,,james.smith@gmail.com,,"Schroeder, Walker and Stone 技术有限公司",Lost,Shelly Durham,,ACCT008400,EMEA-North,Other
CUST08401,,,,no phone,Montgomery PLC 有限会社,,,,ACCT008401,,Online
CUST08402,James,,james.smith@example.com,,Moore LLC & Co.,,,###INVALID###,,APAC-Southeast,Direct
CUST08403,Satoshi,,,,,New,Jennifer Richardson,09-03-2023,ACCT008403,Global-Strategic,Partner
CUST08404,Lars,,,###INVALID###,"Higgins, Tyler and Clark ™",New,Emily Sherman,13-04-2023,,US-Midwest,Other
CUST08405,,,j.smith@gmail.com,###INVALID###,"Jones, Franklin and Clark 技术有限公司",,Sandy Elliott,"August 30, 2020",ACCT008405,EMEA-South,NULL
CUST08406,,,,-,Sheppard-Stewart & Co.,,,20-06-2020,,N-A,
CUST08407,Wei,,wei_zhang@yahoo.com,,Black Group 技术有限公司,,Bobby Williams DDS,12-12-2020,ACCT008407,US-East,Partner
CUST08408,Satoshi,,,,"Gates, Reilly and King 株式会社",New,Bobby Williams DDS,12-May-22,ACCT008408,US-West,Online
CUST08409,###INVALID###,,,,,Qualified,Shelly Durham,"September 10, 2021",ACCT008409,EMEA-South,Direct
CUST08410,,,w.zhang@gmail.com,001-929-816-9628x4714,,New,###INVALID###,,ACCT008410,Global-Strategic,Direct
CUST08411,Emma,,,,Peterson-Martinez ™,Contacted,Sandy Elliott,"September 09, 2024",ACCT008411,Global-Strategic,###INVALID###
CUST08412,,,,no phone,Ellis-Ward ™,Contacted,Emily Sherman,10-03-2025,,LATAM-Andean,Direct
CUST08413,,,chun.li@example.com,N-A,"Russell, Baker and Watkins ™",,Zachary Hamilton,###INVALID###,ACCT008413,LATAM-Andean,
CUST08414,,,,,"Delgado, Archer and Hughes 株式会社",###INVALID###,Sydney Carter,,,US-West,Online
CUST08415,Lars,,###INVALID###,,,Converted,Alexis Hayes,14-07-2022,ACCT008415,Global-Strategic,
CUST08416,,,,,Brown Inc ™,Converted,Patricia Roberts,###INVALID###,ACCT008416,US-East,Online
CUST08417,,,,no phone,,,Sydney Carter,,ACCT008417,,NULL
CUST08418,Marie-Jo,,,no phone,,,Vanessa Cunningham,NULL,ACCT008418,EMEA-South,Online
CUST08419,,,lars@,-,,Contacted,,21-08-2022,ACCT008419,US-West,Partner
CUST08420,Marie-Jo,,,N-A,"Martinez, Marks and Scott 技术有限公司",Converted,,,###INVALID###,,Direct
CUST08421,###INVALID###,,,,Woods-Hernandez 有限会社,###INVALID###,John Smith,###INVALID###,ACCT008421,,
CUST08422,Satoshi,,s.yamamoto@gmail.com,,,,,09-04-2022,ACCT008422,EMEA-North,Online
CUST08423,Ana,###INVALID###,ana.lopez@gmail.com,,Hall-Alexander & Co.,,Patricia Roberts,25-Jul-22,ACCT008423,US-West,###INVALID###
CUST08424,###INVALID###,,NULL,,"Bell, Anderson and Steele ™",,Stephanie Rogers,2023 December 15,,Canada-West,Online
CUST08425,James,,,,"Anthony, Lewis and Mooney 株式会社",empty,William Edwards,03-02-2021,ACCT008425,,
CUST08426,Emma,,emma@,005.949.5888x396,N-A,Converted,Sandy Elliott,09-04-2025,ACCT008426,,Partner
CUST08427,Emma,,,001-676-588-8379x2530,Sweeney Ltd 技术有限公司,,###INVALID###,31-12-2020,ACCT008427,,Direct
CUST08428,James,,,-,Turner PLC 有限会社,New,,,ACCT008428,APAC-North,
CUST08429,,,,,Nelson Ltd 株式会社,,,,ACCT008429,LATAM-Brazil,Other
CUST08430,,,satoshi.yamamoto@hotmail.com,N-A,"Johnson, Perry and Johnson 有限会社",New,Sydney Carter,,,,###INVALID###
CUST08431,Yuki,,,,,Contacted,Sydney Carter,,ACCT008431,LATAM-Brazil,
CUST08432,Yuki,,,001-585-148-1663x72279,Wolfe PLC 有限会社,,Dr. Joseph Nguyen,2022 August 25,ACCT008432,,Online
CUST08433,,,###INVALID###,no phone,,Qualified,###INVALID###,,ACCT008433,,
CUST08434,Marie-Jo,###INVALID###,m.dubois@gmail.com,,Chase Group 有限会社,Qualified,Martin Mckay,###INVALID###,ACCT008434,Global-Strategic,###INVALID###
CUST08435,,,,,Conway-Mooney 株式会社,Converted,Jennifer Richardson,"April 21, 2023",ACCT008435,Global-Strategic,Partner
CUST08436,Ana,,ana#lopez.com,N-A,Newton-Hurst 株式会社,,,01-06-2020,ACCT008436,MEA-Gulf,Partner
CUST08437,,,ana#lopez.com,,,,Sharon Young,###INVALID###,,Global-Strategic,
CUST08438,Wei,,w.zhang@gmail.com,###INVALID###,"Lang, Saunders and Mann Corp.",Converted,Stephanie Rogers,04-06-2023,ACCT008438,,Direct
CUST08439,Emma,,emma@,,,Converted,,,ACCT008439,Canada-West,Direct
CUST08440,,,,,Cox-Mcbride 技术有限公司,,John Smith,23-Nov-23,,APAC-North,Direct
CUST08441,Wei,,,-,"Jackson, Bishop and Ayers 有限会社",Contacted,,23-02-2024,ACCT008441,Global-Strategic,Direct
CUST08442,Lars,,lars@,-,,empty,Dr. Joseph Nguyen,22-06-2020,ACCT008442,MEA-Gulf,
CUST08443,Emma,,,-,"Brewer, Baker and Matthews 技术有限公司",,Sharon Young,###INVALID###,,,Direct
CUST08444,,,chun@,-,Cannon PLC 株式会社,Converted,,02-12-2023,,Global-Strategic,NULL
CUST08445,,,wei#zhang.com,,"Lewis, Morales and Gibbs ™",Qualified,,"July 11, 2021",ACCT008445,,Online
CUST08446,Emma,,,,Delgado-Oneal 有限会社,New,Sheila Howe,###INVALID###,ACCT008446,EMEA-North,Direct
CUST08447,Chun,,c.li@gmail.com,522-818-0393x085,"Underwood, Snyder and Bright 株式会社",,Sharon Young,,ACCT008447,LATAM-Brazil,
CUST08448,Yuki,,,,Williams-Shepard ™,Lost,Sydney Carter,,ACCT008448,,Direct
CUST08449,Emma,,emma#nilsson.com,,Washington LLC 株式会社,Qualified,###INVALID###,,ACCT008449,APAC-North,Partner
CUST08450,,,satoshi.yamamoto@hotmail.com,,,,,17-01-2021,ACCT008450,APAC-North,Online
CUST08451,Satoshi,,,,,Contacted,Karen Jones,2022 December 21,ACCT008451,EMEA-North,Partner
CUST08452,Yuki,,,N-A,Jones Group 株式会社,,Sandy Elliott,05-01-2022,ACCT008452,Canada-East,Direct
CUST08453,James,,james@,no phone,,,,,,US-Midwest,
CUST08454,Ana,,ana@,no phone,Escobar-Turner 有限会社,Converted,Sandy Elliott,11-05-2022,ACCT008454,APAC-Southeast,
CUST08455,John,,,,Stewart Group 有限会社,New,Stephanie Rogers,20-05-2023,ACCT008455,Canada-West,
CUST08456,,,,,,Lost,Sharon Young,2023 October 10,ACCT008456,Global-Strategic,Direct
CUST08457,,###INVALID###,lars_hansen@yahoo.com,,"Boyd, Baker and Moran 有限会社",Lost,,,,Global-Strategic,
CUST08458,John,N-A,john_doe@yahoo.com,,"Navarro, Cordova and Bowers 技术有限公司",,Vanessa Cunningham,2021 May 19,,US-East,
CUST08459,,,john_doe@yahoo.com,+1-998-938-3627x349,,Contacted,William Edwards,04-Oct-24,,MEA-Gulf,Partner
CUST08460,Lars,,,N-A,Peterson-Wilson 技术有限公司,,Sharon Young,2022 September 29,ACCT008460,N-A,Other
CUST08461,,N-A,###INVALID###,001-047-080-3776,"Ruiz, Padilla and Taylor & Co.",,William Edwards,19-May-24,ACCT008461,LATAM-Brazil,Online
CUST08462,Lars,,lars.hansen@gmail.com,no phone,Reynolds-Williams Corp.,,Martin Mckay,"September 07, 2023",ACCT008462,,Direct
CUST08463,,,,,"Hernandez, Chavez and Anthony 技术有限公司",,Sharon Young,06-08-2024,ACCT008463,,Partner
CUST08464,Marie-Jo,,marie-jo_dubois@yahoo.com,no phone,"Phillips, Perez and Welch ™",Converted,,,ACCT008464,US-Midwest,Direct
CUST08465,James,,,###INVALID###,"Lee, Swanson and Sweeney & Co.",,,,ACCT008465,###INVALID###,Online
CUST08466,Yuki,,yuki.tanaka@example.com,-,N-A,New,Stephanie Rogers,06-02-2023,ACCT008466,APAC-Southeast,
CUST08467,Wei,,wei@domain.fake,N-A,Davis Ltd 有限会社,Lost,Zachary Hamilton,10-02-2025,,LATAM-Andean,Online
CUST08468,Wei,,wei@domain.fake,no phone,N-A,Lost,Sheila Howe,"July 06, 2024",ACCT008468,Global-Strategic,Direct
CUST08469,N-A,,,no phone,"Stewart, Sims and Sweeney Corp.",Contacted,John Smith,03-06-2023,ACCT008469,EMEA-North,
CUST08470,###INVALID###,,NULL,###INVALID###,Blackwell-Lewis ™,Converted,,"March 26, 2023",ACCT008470,APAC-Southeast,Direct
CUST08471,,,wei_zhang@yahoo.com,,Keller and Sons 有限会社,,,11-Jun-24,,US-Midwest,Partner
CUST08472,Emma,,,-,N-A,,Sheila Howe,15-02-2025,ACCT008472,Canada-West,Direct
CUST08473,James,,james.smith@hotmail.com,,Nunez-Fernandez 技术有限公司,Lost,,"March 19, 2023",ACCT008473,,Direct
CUST08474,Emma,,,,Young-Wilson 株式会社,Contacted,Stephanie Rogers,16-Jun-22,ACCT008474,N-A,Online
CUST08475,,,chun@domain.fake,no phone,Munoz LLC 有限会社,Converted,Vanessa Cunningham,06-07-2024,ACCT008475,Global-Strategic,Online
CUST08476,,###INVALID###,,no phone,Edwards Ltd Corp.,Qualified,Patricia Roberts,2022 November 03,,US-West,Online
CUST08477,Marie-Jo,,,,,,,NULL,ACCT008477,Canada-West,Direct
CUST08478,Ana,,,-,N-A,Qualified,,,ACCT008478,US-Midwest,Direct
CUST08479,,,marie-jo@,no phone,Shannon and Sons 技术有限公司,,###INVALID###,15-Feb-22,ACCT008479,Canada-West,Direct
CUST08480,James,,,###INVALID###,Delgado PLC 有限会社,New,,05-Apr-25,ACCT008480,US-Midwest,Online
CUST08481,,,,,Freeman-Roberts 株式会社,,William Edwards,26-Jan-22,,Canada-West,###INVALID###
CUST08482,Emma,###INVALID###,,###INVALID###,"Brown, Wagner and Martin 技术有限公司",,,,ACCT008482,,Direct
CUST08483,Wei,,wei.zhang@gmail.com,-,Pena-Cooper ™,Converted,###INVALID###,29-08-2022,ACCT008483,US-Midwest,Direct
CUST08484,Yuki,,,,,,,02-09-2024,,US-West,
CUST08485,Yuki,###INVALID###,,664-179-9773x44827,Esparza-Armstrong Corp.,Lost,Tammy Hudson,,###INVALID###,,Other
CUST08486,Wei,,,,,,,09-11-2023,,Canada-East,
CUST08487,Ana,,,,Green Group & Co.,,Sheila Howe,2022 December 16,ACCT008487,EMEA-North,
CUST08488,Chun,,###INVALID###,,,,Vanessa Cunningham,30-06-2024,ACCT008488,EMEA-North,Online
CUST08489,Wei,,,,"Daniels, Bowman and Williams 株式会社",Lost,Patricia Roberts,,ACCT008489,,Direct
CUST08490,,,yuki#tanaka.com,,"Porter, Nichols and Riley Corp.",###INVALID###,Jennifer Richardson,,ACCT008490,EMEA-South,Other
CUST08491,John,,john.doe@hotmail.com,,,Contacted,,,,,Direct
CUST08492,Lars,,lars.hansen@example.com,,Burnett PLC 有限会社,,Shelly Durham,,ACCT008492,,
CUST08493,Marie-Jo,,marie-jo_dubois@yahoo.com,-,N-A,,,"May 17, 2023",,,Direct
CUST08494,Ana,,,249.977.5402,Greene-Phillips & Co.,,Dr. Joseph Nguyen,12-09-2024,ACCT008494,LATAM-Brazil,Online
CUST08495,,,ana@domain.fake,,###INVALID###,Qualified,,19-01-2022,ACCT008495,,Partner
