CustomerID,Product,Quantity,PurchaseDate,UnitPrice,Account Number,Billing Address,Shipping Address,Country / Region,Postal Code / ZIP,State / Province,City,Payment Terms,Credit Limit,Tax ID / VAT Number,Currency,Bank Account Details,Preferred Payment Method
CUST08146,Mouse,2.0,2023/08/27,758.02,ACCT008146,77324 Fields Skyway,,Macedonia,57103.0,NE,,,,aN5800477,USD,DDHQ76790922736851,Bank Transfer
CUST08147,,6.0,,###INVALID###,,2971 Vicki Walk,2947 Hudson Meadows,Netherlands Antilles,,MI,,Due on Receipt,,SH0564901,,EIBY89927461745482,
CUST08148,Mouse,2.0,"March 24, 2021",,ACCT008148,,,Suriname,57292.0,,,Net 30,45062.0,be1730016,###INVALID###,,Bank Transfer
CUST08149,Laptop,,2024-06-25,484.72,ACCT008149,,7774 Chad Parks Apt. 981,Saint Barthelemy,19936.0,IA,Port Jason,,,Hn4431253,###INVALID###,MLYS82623784522220,
CUST08150,N-A,3.0,2024-08-27,332.84,ACCT008150,,687 Nicholas Point Apt. 831,###INVALID###,94377.0,,West David,,26079.0,mZ8037763,,WPKH01886491006740,Bank Transfer
CUST08151,,,,,###INVALID###,91427 Riddle Branch,0588 Santiago Drive,Saint Helena,,NE,Stephenfort,,64233.0,,,,Credit Card
CUST08152,Keyboard,7.0,25 May 2024,647.49,ACCT008152,2254 David Divide Suite 079,714 Larry Avenue,Saint Lucia,49783.0,###INVALID###,Jacksonberg,Due on Receipt,,TR9491927,,,Credit Card
CUST08153,Tablet,1.0,2024-11-30,N-A,,8199 Robinson Valley,7194 Jillian Union Suite 777,,,NV,,Due on Receipt,,Mp7941905,USD,LIZV09063840546061,Bank Transfer
CUST08154,Tablet,,2023/01/11,1075.05,,98818 Underwood Trail,,Sweden,26530.0,ME,,###INVALID###,82965.0,,,ZEQI92670902003327,
CUST08155,Printer,,,,,3351 Brown Rest Apt. 375,13037 Joyce Drives Suite 428,Martinique,3234.0,MD,,Net 60,11783.0,###INVALID###,INR,IZBB02068231096894,
CUST08156,,5.0,,1259.67,ACCT008156,02064 Michelle Well Suite 363,725 Stevens Pine,South Georgia and the South Sandwich Islands,28832.0,,Brandonfurt,,,kv3524105,EUR,,Bank Transfer
CUST08157,Printer,6.0,2021 August 05,1250.93,,3633 Obrien Mall Suite 197,###INVALID###,Antigua and Barbuda,58156.0,OH,,,70458.0,TI5646431,,AMXQ80273369811035,Credit Card
CUST08158,Tablet,9.0,16-11-2021,,ACCT008158,,,,,,Lake Eddieland,Net 60,27102.0,###INVALID###,GBP,LLJV40497030765140,Credit Card
CUST08159,Phone,,2021/07/11,90.26,ACCT008159,3966 Michelle Hills Apt. 783,662 Jenkins Knoll Suite 275,,,HI,Courtneyland,Net 30,83113.0,,EUR,,Credit Card
CUST08160,Phone,9.0,"January 12, 2021",416.24,,034 Davis Spur Suite 506,8853 Pierce Branch,,46055.0,MO,empty,,51438.0,,GBP,WSGO86012420991307,PayPal
CUST08161,Keyboard,2.0,2023/08/07,941.49,ACCT008161,,639 Tyler Hollow Apt. 242,,89550.0,MO,East Jayton,Net 60,38784.0,,EUR,ZIZI07643157023444,
CUST08162,,,30/03/2024,,ACCT008162,6687 Campbell Pass Apt. 659,48244 Griffin Corners Apt. 640,,28870.0,###INVALID###,Loritown,Net 30,,GG8760317,,QFNG02432374250429,
CUST08163,Tablet,6.0,27 January 2022,,ACCT008163,0926 James Harbors,5866 Kaitlyn Overpass Suite 343,Turkmenistan,17046.0,NE,Lauraport,Net 30,,EM5925800,EUR,SPIS47977454765953,Bank Transfer
CUST08164,,1.0,21/12/2020,1323.4,ACCT008164,491 Frederick Court Suite 220,142 Amanda Stream Apt. 123,Mauritania,5867.0,MN,Brianstad,Net 30,,Zw0716145,USD,GGQH03619161383360,Bank Transfer
CUST08165,Printer,9.0,N-A,595.96,,3347 Craig Skyway,4706 Hunt Loaf,Lesotho,66553.0,,Port Sean,Net 60,33235.0,Kn8673926,,,Bank Transfer
CUST08166,Tablet,10.0,,1168.35,,02589 Cox Row,389 Bradley Gardens,Kazakhstan,80454.0,UT,,,39916.0,fo7304309,,WABL20483262354729,Credit Card
CUST08167,Mouse,2.0,2023 August 20,,,765 Jessica Stravenue Apt. 573,2723 Hodges Manor,Indonesia,28872.0,,West Brianborough,Due on Receipt,37128.0,,EUR,,PayPal
CUST08168,Printer,,03 May 2025,###INVALID###,ACCT008168,91595 Tyler Shoals Apt. 412,458 Long Meadows,Saint Helena,,,,###INVALID###,,EV3399891,EUR,,Bank Transfer
CUST08169,Printer,1.0,,1032.9,ACCT008169,30362 Shane Path,###INVALID###,,,KY,Glennborough,Net 30,81294.0,Or9677784,GBP,,
CUST08170,Laptop,,01 June 2022,###INVALID###,,488 Adams Shores,7792 Jeremy Street Apt. 307,,47451.0,,Wisefort,,37277.0,zH2709074,GBP,ULQF95742338735467,
CUST08171,,7.0,,701.02,,5968 Adams Lock,4909 Todd Tunnel Suite 451,,,NV,,Net 60,,,,ZVOK23831099149992,Bank Transfer
CUST08172,Phone,7.0,,72.02,ACCT008172,63956 Keith Oval Apt. 215,,Maldives,89000.0,###INVALID###,Michaelmouth,N-A,56688.0,xJ5293644,GBP,###INVALID###,Credit Card
CUST08173,Printer,3.0,,1316.94,,598 Ferguson Roads Apt. 302,4949 Gerald Skyway Apt. 277,Slovenia,70216.0,,,Due on Receipt,42811.0,ib7324965,INR,,Bank Transfer
CUST08174,Mouse,2.0,,,,143 Dean Villages,56793 Hayden Village Suite 360,Malta,39969.0,ID,,Net 30,58722.0,,,###INVALID###,Bank Transfer
CUST08175,Printer,10.0,14 February 2024,102.25,ACCT008175,75603 Melanie Station Apt. 940,48854 Lynch Unions Suite 069,United States of America,37437.0,NY,,,19951.0,###INVALID###,INR,MXVN75020901975795,Credit Card
CUST08176,N-A,2.0,14-08-2020,1343.32,ACCT008176,92039 Sawyer Prairie,869 Becky Meadow Suite 477,Jersey,8935.0,,East Jasonland,Net 60,98073.0,wb3691286,,MRYE14277185814539,N-A
CUST08177,Tablet,8.0,02-12-2021,802.14,,96551 Robert Inlet,,,9953.0,,###INVALID###,Net 30,54973.0,,INR,,
CUST08178,,,2022-09-19,N-A,,80773 Williams Harbor Apt. 955,###INVALID###,Australia,20068.0,OH,Perezborough,Net 30,,jQ5838663,GBP,WEQU94525266659465,PayPal
CUST08179,Mouse,8.0,10/08/2021,1345.1,ACCT008179,27448 Maureen Gardens Suite 030,929 Gonzalez Locks Apt. 606,Luxembourg,88194.0,AK,Anthonyport,Net 30,62943.0,Aa9412440,EUR,HGKU77422513028535,###INVALID###
CUST08180,Tablet,,,626.61,ACCT008180,3002 Ward Lodge Apt. 367,41144 Murphy Park,###INVALID###,40242.0,,Johnsonburgh,Net 60,64435.0,aD9685314,EUR,UZTZ76231762415005,N-A
CUST08181,Laptop,5.0,"April 04, 2022",,ACCT008181,379 Flowers Lights,091 Michael Shoal Suite 781,Sierra Leone,36177.0,FL,Lake Carolinestad,Net 30,,Ps5572948,,,
CUST08182,Phone,5.0,08-01-2023,280.72,ACCT008182,4243 Aguilar Expressway Suite 780,,,13190.0,NC,,Net 30,,,###INVALID###,MTQQ14878098779829,
CUST08183,Laptop,6.0,18 May 2024,,,2256 Zachary Valleys,###INVALID###,,58946.0,DC,,Due on Receipt,25172.0,,,YFFZ78808233528158,Bank Transfer
CUST08184,,,,1476.74,,,055 Jones Divide,Thailand,51131.0,ME,Kevinmouth,Due on Receipt,,,,KEGL38814623574575,PayPal
CUST08185,Keyboard,,,133.6,ACCT008185,N-A,93360 Wilson Well Apt. 214,Maldives,,IN,Walshville,Net 30,87691.0,NR2025653,,,
CUST08186,,7.0,,1341.27,ACCT008186,9191 Ashley Plains Suite 415,,Algeria,,ME,,,64399.0,PP6231217,GBP,,Bank Transfer
CUST08187,Phone,9.0,2022 December 04,,ACCT008187,3278 Morgan Walk,245 Samantha Mountains Suite 007,Peru,,###INVALID###,,Due on Receipt,58041.0,Mh0554169,,FKTX71668749454609,
CUST08188,,7.0,14/02/2023,,ACCT008188,2730 Stewart Burgs Suite 797,,,,MS,New Ashley,Net 30,80947.0,PY1753625,EUR,YZVF09992749656995,
CUST08189,,2.0,"July 07, 2020",1476.28,###INVALID###,,69919 Haley Parkway Apt. 668,Isle of Man,,,Jenniferborough,Due on Receipt,,RH5504323,USD,GCNR10954741058520,Bank Transfer
CUST08190,Monitor,8.0,25 July 2023,982.4,ACCT008190,,,,,,Josephfort,Due on Receipt,,,GBP,FPXA25228821856571,
CUST08191,Laptop,8.0,08/12/2023,102.92,ACCT008191,51540 White Expressway,223 Amber Avenue Apt. 211,,,DC,###INVALID###,,99102.0,,###INVALID###,,PayPal
CUST08192,,8.0,,1050.38,ACCT008192,09126 Angela Spurs,6032 Roberto Parkway Suite 448,Equatorial Guinea,97199.0,,,,53591.0,Pt2273938,,HTHI16075085861474,Bank Transfer
CUST08193,Mouse,1.0,2022/07/28,535.79,ACCT008193,26514 Herrera Freeway,3414 Brian Streets,Libyan Arab Jamahiriya,,AR,,,84158.0,,###INVALID###,OWGF25721552611443,
CUST08194,Phone,5.0,20/11/2020,103.96,ACCT008194,,,Brazil,80346.0,MO,New Christopherton,,34841.0,BO1354258,,CTND24768144596668,Bank Transfer
CUST08195,Mouse,10.0,22/01/2023,393.52,###INVALID###,###INVALID###,,Marshall Islands,,,,Net 60,,io6110681,,SHHH71576982034612,
CUST08196,Laptop,7.0,,815.11,ACCT008196,,15070 Brandy Locks,Christmas Island,50537.0,FL,Lake Brandonchester,,63522.0,,INR,LQBY14067101212446,Bank Transfer
CUST08197,Laptop,6.0,,323.33,ACCT008197,3821 Cynthia Drive,424 Larsen Glens Apt. 150,N-A,54143.0,NE,Oliviaton,Net 60,19756.0,,INR,PCRD47261021340057,
CUST08198,Monitor,,2020/07/17,804.52,empty,6604 Sharp Locks,9810 Larry Locks Suite 825,Germany,94012.0,empty,,Due on Receipt,55615.0,Wf3858427,USD,VTJQ96964272551494,
CUST08199,Mouse,8.0,,,empty,8223 Nelson Throughway,3954 Moreno Avenue Apt. 936,Saint Helena,89186.0,,New Angelaborough,,45746.0,,EUR,LECS04244377768555,Bank Transfer
CUST08200,Laptop,,2022/09/30,,ACCT008200,3770 Fisher Tunnel Apt. 740,,Qatar,59372.0,AL,East Peterchester,Net 60,,,GBP,ZFIL83542229731456,Credit Card
CUST08201,,10.0,,,ACCT008201,,,###INVALID###,97977.0,###INVALID###,,Due on Receipt,48497.0,,,BYPW60009622907955,
CUST08202,,3.0,22 March 2025,1482.07,empty,44261 Miller Estate,93929 Pearson Mill Apt. 029,United Arab Emirates,,,,,97261.0,MW5266152,###INVALID###,ZVSQ27857276512639,###INVALID###
CUST08203,Phone,6.0,2023-07-23,,ACCT008203,,6934 Jennifer Islands,Bahrain,62898.0,WI,,Due on Receipt,,fQ4040490,USD,###INVALID###,
CUST08204,,2.0,"December 02, 2020",,,629 Edwin Fall Apt. 024,920 Holt Radial Apt. 169,,80266.0,AK,,Net 30,,kf3350425,INR,VXNS68954246115100,
CUST08205,Mouse,,,,ACCT008205,,991 Shannon Mews,Macedonia,41118.0,,Hillville,,14162.0,SE6078678,###INVALID###,OGHI98444383233033,N-A
CUST08206,,10.0,"July 21, 2024",1405.54,,###INVALID###,,Iran,,IA,,Due on Receipt,32077.0,,EUR,VQMW09148102272489,Bank Transfer
CUST08207,###INVALID###,2.0,2024/06/24,###INVALID###,,8054 Gary Road Apt. 059,###INVALID###,Argentina,78862.0,MO,Careyport,Net 30,###INVALID###,GN6080941,GBP,,
CUST08208,Tablet,6.0,,1045.5,empty,661 Elizabeth Plaza Suite 101,0736 Micheal Crescent Suite 462,Bulgaria,60925.0,GA,East Stephanietown,Net 30,61404.0,ZD3044893,USD,KFCM52532201729440,Bank Transfer
CUST08209,Mouse,6.0,2025/04/25,1086.2,ACCT008209,60338 Phillip Village Apt. 462,90172 Owens Flat,Macao,,MS,Lake Kenneth,Due on Receipt,33656.0,,EUR,,
CUST08210,Mouse,9.0,,1480.26,ACCT008210,5008 James Station,4745 Booth Knoll,Cote d'Ivoire,47762.0,KY,,,,zo4816574,,IIDO73655940946793,PayPal
CUST08211,,9.0,"May 21, 2023",135.31,,734 Nicholas Street,32205 Decker Parkway,Uganda,58411.0,AZ,,Due on Receipt,,YS9152867,INR,,Bank Transfer
CUST08212,Monitor,4.0,,###INVALID###,ACCT008212,00468 Clark Passage Apt. 309,,,22958.0,,Smithmouth,,,OB9818541,,PHXG20849273795556,Credit Card
CUST08213,Keyboard,###INVALID###,2020 July 19,233.57,ACCT008213,25716 Anderson Key Apt. 088,1505 Mejia Stream,Swaziland,29736.0,TX,Lake Marystad,Net 30,,rz5396036,INR,YWSP47830861642266,
CUST08214,Phone,9.0,19/03/2023,###INVALID###,ACCT008214,,,Mexico,76819.0,,South Roberta,Net 30,,,GBP,PTLT69240795298970,Credit Card
CUST08215,Tablet,6.0,,772.94,empty,13627 Walker Route,4485 Nichols Port,,88355.0,VA,empty,Net 30,,uo2394173,INR,,Bank Transfer
CUST08216,Tablet,1.0,###INVALID###,724.68,ACCT008216,114 Amanda Green Apt. 687,15962 Harrison Underpass Suite 819,United Kingdom,15481.0,,Ramseystad,,15462.0,SL1371170,GBP,QTMS36179505140655,
CUST08217,Monitor,7.0,07 September 2022,945.42,ACCT008217,9800 Adam View,64027 Teresa Islands,N-A,89980.0,OH,Robertview,Due on Receipt,36606.0,,EUR,YAMF55005372560684,
CUST08218,Mouse,empty,04 March 2021,179.23,,,582 Travis Shoals Apt. 305,South Africa,,,South Monica,Net 30,55891.0,EM0598566,USD,,Credit Card
CUST08219,Tablet,,,174.78,ACCT008219,5631 Barbara Circles,55166 Jenkins Cliff,Djibouti,21231.0,MI,Lake Megan,Net 60,91486.0,Tu6875266,,,Bank Transfer
CUST08220,Laptop,2.0,,1423.94,ACCT008220,,6310 Branch Avenue Suite 422,Israel,46600.0,,Mitchellstad,Net 30,58057.0,IA9674066,GBP,KXNT67436415300160,Bank Transfer
CUST08221,Keyboard,1.0,27 July 2024,669.45,,63341 Jason Fork Suite 906,N-A,Moldova,,WI,Brownmouth,Net 30,61199.0,,,VMGO63725600516445,PayPal
CUST08222,Phone,1.0,18/04/2023,721.38,ACCT008222,20306 Michelle Pine,20613 Long Fort,Gabon,79535.0,SD,###INVALID###,,###INVALID###,vj5223312,,MWVE72511819135000,
CUST08223,Monitor,###INVALID###,2023/06/06,238.15,ACCT008223,,88054 Ryan Centers Suite 346,Oman,47260.0,VT,South Monicaborough,Due on Receipt,,###INVALID###,,AENU24062011309749,Credit Card
CUST08224,,,,,,,42478 Rachel Road Suite 353,Netherlands,,,,Net 60,86354.0,,GBP,GWND38549773373733,Bank Transfer
CUST08225,,3.0,01-01-2025,,ACCT008225,,,Palestinian Territory,,HI,Jesusview,,13311.0,NT3936119,INR,,
CUST08226,,,,,ACCT008226,9636 Norman Shoals Suite 796,,Niger,577.0,NE,,Net 30,65381.0,###INVALID###,INR,,Bank Transfer
CUST08227,N-A,1.0,2021 March 08,100.71,,,,Kuwait,96310.0,NJ,West Stanley,Net 30,84396.0,ek8959576,,YVGE52457905358888,
CUST08228,###INVALID###,5.0,02 October 2024,,ACCT008228,###INVALID###,59358 Michael Land Apt. 155,Poland,73886.0,###INVALID###,###INVALID###,Net 60,98602.0,,,CWBO58523010245897,PayPal
CUST08229,Monitor,,2021-12-30,631.38,ACCT008229,155 Wagner Walk Suite 910,4379 Michael Avenue Suite 285,Egypt,42645.0,AL,,Net 30,,,,CSDJ95067691091290,Bank Transfer
CUST08230,###INVALID###,5.0,2021-02-22,870.18,ACCT008230,29272 Jeffrey Bypass,,,,,East Laura,Net 30,,YL3591631,USD,FEFZ90309333365783,
CUST08231,,8.0,2021-10-20,824.01,ACCT008231,923 Stone Junctions Suite 647,300 Hoover Shoal Suite 311,Venezuela,92262.0,,,Due on Receipt,29673.0,LZ7913161,GBP,BNZV91994568563078,Bank Transfer
CUST08232,Laptop,3.0,06-03-2023,###INVALID###,ACCT008232,398 Douglas Meadows,6640 Edward Mews,N-A,,MN,,,,ET4246697,EUR,,Credit Card
CUST08233,,,,,,###INVALID###,42177 James Inlet Apt. 217,Guinea-Bissau,84380.0,MN,,,,Oa6657450,USD,LXAI21361813171118,Credit Card
CUST08234,Printer,4.0,###INVALID###,1219.1,ACCT008234,,97926 Leon Well Apt. 430,,,,empty,Net 30,63521.0,dM4008512,empty,###INVALID###,Credit Card
CUST08235,Printer,1.0,03 March 2021,,empty,054 Hernandez Plain Suite 641,664 Mccann Isle Apt. 359,N-A,,,West Laurentown,Net 60,99964.0,KB6359928,EUR,,
CUST08236,Phone,5.0,,831.51,ACCT008236,580 Norman Ridge,N-A,,62026.0,,,,,,,GVUA45274233902654,PayPal
CUST08237,Keyboard,10.0,2023/09/05,,ACCT008237,08474 Eric Unions Apt. 702,404 Gavin Station,,29782.0,SD,Macdonaldberg,Net 30,,mh1915914,INR,###INVALID###,PayPal
CUST08238,Tablet,,,1488.99,###INVALID###,572 Ronald Pine Suite 211,697 Laurie Hills,Jamaica,69566.0,TX,South Mollymouth,Net 30,,ai2235967,,,Bank Transfer
CUST08239,Printer,3.0,,563.48,empty,99861 Peggy Green,,Croatia,,GA,empty,,,,INR,QTOA24377882137055,
CUST08240,Printer,10.0,,1394.92,,41127 Bridges Locks Apt. 551,47800 Costa Shores,Mexico,,IN,Macdonaldburgh,Net 60,,Fu9921842,,YCPM30671435510812,PayPal
CUST08241,Tablet,###INVALID###,2022/02/25,736.68,###INVALID###,,N-A,Mongolia,,SC,,Net 60,,empty,USD,LPLO11308534645292,
CUST08242,Keyboard,,28-06-2020,,ACCT008242,852 Cabrera Port Apt. 985,09086 Kyle Spur,Mozambique,55744.0,OR,,,,,,MTJJ44893745242555,Bank Transfer
CUST08243,Laptop,3.0,2022-09-11,,ACCT008243,5042 Young Junctions Apt. 471,###INVALID###,Luxembourg,9925.0,,,,58255.0,jY9768304,,,Credit Card
CUST08244,###INVALID###,6.0,###INVALID###,1316.77,ACCT008244,4438 Spencer Causeway,83234 Roman Dale Suite 526,N-A,,,Williamshire,Net 30,,fr8636947,GBP,JKUN97046962755133,
CUST08245,,7.0,,542.1,ACCT008245,419 Lee Point,869 Spencer Union,Malawi,,,,Due on Receipt,,Yf6026234,EUR,,Bank Transfer
CUST08246,###INVALID###,,,N-A,ACCT008246,418 Michelle Mount,7374 Hamilton Lights,Samoa,48902.0,,,###INVALID###,86503.0,Vz9413133,,,Bank Transfer
CUST08247,,6.0,,820.84,ACCT008247,142 Mark Port,253 Sara Hills Apt. 681,,69933.0,,East John,Net 30,59420.0,,,,PayPal
CUST08248,Phone,,10 December 2022,,ACCT008248,6489 Edwards Court,2074 Greer Overpass,,51793.0,,North Michaelbury,Due on Receipt,51343.0,Bx9994835,USD,,
CUST08249,Printer,2.0,31 December 2020,763.83,ACCT008249,,809 Travis Key,Reunion,,###INVALID###,Riveraville,Due on Receipt,48170.0,,,EMZA22067339305047,
CUST08250,,6.0,29-11-2021,1215.21,ACCT008250,27520 David Points Apt. 796,936 Kirby Lane Apt. 921,Belarus,65401.0,PA,North Lisa,,,hb8151402,EUR,JGAH81281656724618,Credit Card
CUST08251,N-A,,,75.87,ACCT008251,80975 Aaron Plaza,83936 Anthony Mill Suite 638,###INVALID###,13531.0,VT,New Kentbury,Net 60,91490.0,dg5614469,,,Credit Card
CUST08252,Laptop,,04/01/2022,530.29,ACCT008252,18795 Victoria Meadow Suite 718,3573 Joann Shore Suite 867,Kiribati,59000.0,,,Net 60,43100.0,,,JWPQ47403849200627,N-A
CUST08253,Laptop,3.0,2020 July 23,125.69,ACCT008253,8442 Guzman Tunnel Apt. 283,N-A,Costa Rica,73634.0,MS,,Due on Receipt,17252.0,MI8623435,EUR,IVZJ33523887015858,PayPal
CUST08254,Printer,2.0,2020-08-02,1071.88,,1537 Paul View,1722 Jeffrey Plaza,Uruguay,,WI,Petersonburgh,,61778.0,,INR,TCXF42658166920001,###INVALID###
CUST08255,Laptop,5.0,,,,,,,15753.0,,,Net 60,###INVALID###,,USD,,Credit Card
CUST08256,###INVALID###,2.0,2020 September 23,706.95,ACCT008256,9853 Flores Curve,8512 Martin Fork,United Kingdom,,CO,,,60145.0,,,JZBF59026203125598,
CUST08257,Keyboard,6.0,2021 March 29,,ACCT008257,34981 Murphy Row,98302 Hailey Estate Apt. 874,,89811.0,,West Brad,###INVALID###,23992.0,ta8688702,USD,TANT26547695832427,
CUST08258,Tablet,10.0,,###INVALID###,ACCT008258,7579 Daniel Park Suite 424,273 Estrada Squares,Netherlands,80857.0,DE,,Net 60,45753.0,nO1964424,GBP,YYIT38945464681391,
CUST08259,Mouse,9.0,04-09-2024,,,09314 Williams Grove,,###INVALID###,,WI,Mariahton,N-A,19869.0,nX4191264,INR,LLCW70781446258191,PayPal
CUST08260,Monitor,,"December 02, 2021",,,5335 Evans Circle Apt. 956,,Romania,###INVALID###,AZ,Patrickfurt,,53783.0,gW6774938,,AJLT23016439898012,
CUST08261,Printer,,,487.28,,,9034 Nichols Meadow,Austria,,CA,New Walter,Net 30,18474.0,Ne2574862,,LDZT33809256676290,Credit Card
CUST08262,,,29/06/2021,1236.95,ACCT008262,406 Latasha Viaduct,N-A,,,AZ,,Due on Receipt,65234.0,,,GNBN75448431247326,Bank Transfer
CUST08263,,7.0,2024-09-01,123.81,ACCT008263,,,,17796.0,,,Net 60,,Bd3864830,INR,NNTZ31606388153428,
CUST08264,Phone,6.0,"December 08, 2023",922.05,,426 Rodriguez Village,053 Lewis Street,,6459.0,AL,Scottfort,N-A,30613.0,XV3903889,USD,CIPQ02444310684050,Bank Transfer
CUST08265,Mouse,,2023 June 30,769.18,ACCT008265,0311 Harmon Bridge Suite 694,926 Jeff Plaza,Angola,64671.0,,Dennisborough,,61566.0,###INVALID###,INR,DELS15963678650375,Bank Transfer
CUST08266,Mouse,,2025-01-12,,###INVALID###,011 Brown Centers,5876 Galvan Alley,Saint Helena,,WA,,,20742.0,,GBP,,Credit Card
CUST08267,,,2023-12-24,,ACCT008267,,,Singapore,57956.0,,Glendabury,Due on Receipt,36969.0,ad6579489,,,Bank Transfer
CUST08268,Monitor,1.0,,967.07,,,150 Keller Pass,Marshall Islands,14904.0,,,Net 30,80530.0,TQ8457856,USD,JYSC64722275550461,
CUST08269,Keyboard,,05 February 2024,693.53,ACCT008269,,,Grenada,24192.0,,Daniellehaven,Net 30,52492.0,Lg4064069,,LDTS38024280268711,###INVALID###
CUST08270,,6.0,###INVALID###,817.74,ACCT008270,,297 John Extensions Suite 663,Burundi,57180.0,,,Net 30,,lC2857632,,MDFA99589047095732,PayPal
CUST08271,###INVALID###,7.0,"March 14, 2022",,ACCT008271,8508 Walters Via Suite 016,4937 Selena Spring,Senegal,###INVALID###,AZ,,Net 30,91491.0,Wr0522076,GBP,,Credit Card
CUST08272,Phone,5.0,,,,,,Hungary,60846.0,OR,Chambersmouth,Net 30,###INVALID###,###INVALID###,,LZDH41694604724270,Bank Transfer
CUST08273,Phone,5.0,27 October 2022,919.15,ACCT008273,,867 Ashlee Ports Suite 155,Czech Republic,4698.0,,,,67104.0,KY3714646,INR,PVZE87569479771107,Bank Transfer
CUST08274,Keyboard,10.0,"February 03, 2021",N-A,ACCT008274,0404 Courtney Field Apt. 690,377 Benitez Rapid Apt. 069,,,empty,Lake Rhonda,Due on Receipt,,xp1892880,INR,,
CUST08275,Tablet,6.0,,98.16,,944 Autumn Extension Apt. 419,014 Parks Estate Apt. 731,Zambia,,RI,,Net 60,71720.0,empty,USD,DOGJ44910254995063,
CUST08276,Monitor,###INVALID###,"May 29, 2023",1102.22,ACCT008276,886 White Gardens Suite 616,,Central African Republic,,MD,Smithbury,Net 30,80536.0,,INR,XQQF56925219880113,
CUST08277,Monitor,5.0,,646.97,,51970 Cabrera Street Suite 138,###INVALID###,Singapore,,,,Due on Receipt,40258.0,me7085340,,,Bank Transfer
CUST08278,Phone,,,N-A,ACCT008278,467 Melissa Lodge Apt. 183,,Saint Barthelemy,18724.0,CT,###INVALID###,Due on Receipt,62220.0,,,,Bank Transfer
CUST08279,,9.0,18/01/2025,,ACCT008279,9159 Perez Harbors,,Italy,65061.0,MT,,,81262.0,Vw8317971,INR,QQTX35419536827501,
CUST08280,Mouse,8.0,05/06/2020,180.21,,357 Sophia Brooks Suite 718,N-A,Saint Vincent and the Grenadines,38798.0,ID,Lake Julie,Net 60,42316.0,,,SVYS22836696597268,Bank Transfer
CUST08281,,8.0,24 November 2023,1252.27,ACCT008281,N-A,,Bermuda,83728.0,,Katelynfurt,,24074.0,,,FMGU13141723936206,
CUST08282,Printer,###INVALID###,06/10/2020,646.29,ACCT008282,,68365 Schultz Stream Suite 048,,82668.0,,Brittanyland,Net 30,84297.0,mf3586786,,,
CUST08283,Keyboard,6.0,,N-A,,2308 Vincent Lodge Suite 678,,,99864.0,CA,Snyderbury,N-A,19866.0,,USD,,Bank Transfer
CUST08284,Phone,4.0,,,,03730 Jennifer Lake Apt. 330,928 Hill Isle,Anguilla,48155.0,AR,Lawrencechester,Net 30,20381.0,,INR,,
CUST08285,,2.0,"March 12, 2022",,ACCT008285,,,Norway,,,,Due on Receipt,37653.0,nn4954000,EUR,EMXM79660629621590,Bank Transfer
CUST08286,Tablet,7.0,2021 August 09,260.59,,50478 Roberts Ramp Suite 403,20211 Scott Place Apt. 286,Anguilla,25014.0,NY,Clarkeville,Net 60,###INVALID###,jm8220814,,,Bank Transfer
CUST08287,Phone,,2022-02-27,559.77,ACCT008287,###INVALID###,764 Nelson Crest Suite 938,Chile,11995.0,NC,,Due on Receipt,,empty,,,Bank Transfer
CUST08288,Keyboard,2.0,06 October 2024,1033.82,,6480 Pitts Ranch Suite 743,7399 James Summit Suite 085,Monaco,943.0,WA,,,,,,XENF88295328254107,
CUST08289,Laptop,###INVALID###,11 August 2023,485.17,ACCT008289,500 Luna Springs Apt. 591,1372 Le Springs,Grenada,93390.0,empty,,,,Vf5059627,GBP,WJFP99181924571731,Bank Transfer
CUST08290,Mouse,,###INVALID###,1423.55,ACCT008290,###INVALID###,396 Dorothy Junction,Isle of Man,,,Catherinefurt,Net 30,64859.0,,,MVMV69528938955164,
CUST08291,Printer,8.0,,,ACCT008291,965 Allen Avenue,7186 Shawn Drive Suite 046,,61864.0,NY,,Net 30,80520.0,mp7292741,INR,TJKK08206416587155,Bank Transfer
CUST08292,Printer,,2025 April 11,,empty,7528 Manning Expressway Suite 854,,###INVALID###,,GA,empty,Net 60,90755.0,ba9338776,EUR,ZPZM93159327930786,###INVALID###
CUST08293,Tablet,2.0,,1286.69,,030 Nelson Locks Apt. 124,,,74719.0,NY,West Ryanland,Net 30,10331.0,,EUR,DYAH85937223749584,Bank Transfer
CUST08294,,10.0,2025/05/12,,ACCT008294,090 John Lakes,606 Courtney Fork,N-A,33141.0,GA,,,33675.0,Mi7862246,USD,SETE66541830586151,Credit Card
CUST08295,Tablet,4.0,2022 January 27,365.96,###INVALID###,0869 Powers Island Suite 927,3602 Phillips Throughway Apt. 574,Serbia,75054.0,TN,East Toddbury,Due on Receipt,98328.0,,GBP,,
CUST08296,Laptop,,,146.48,ACCT008296,803 Baker Spur Apt. 625,9901 Dana Vista,Swaziland,,CT,empty,Net 30,41572.0,vn0748808,GBP,BVHA20437999835133,
CUST08297,,4.0,###INVALID###,1022.49,ACCT008297,9680 Wagner Wall,708 Derrick Radial,Zambia,44739.0,AK,Port Tracy,,,,GBP,FMKM80273615748880,Bank Transfer
CUST08298,Laptop,,26 November 2020,,,924 Roman Crest,330 Williams Greens,Ghana,44550.0,MS,South Christyside,Due on Receipt,93336.0,DS4912685,GBP,CQTH32736728631103,Credit Card
